task,team,user,timestamp,elapsed_since_task_start_ms,correct_submission_time_ms,rank_video,rank_shot_margin_0,rank_shot_margin_5,max_rank,category,type,value,additionals
vbs23-kis-t5,VISIONE,0,1673262845593,18981,100094.0,1950.0,1950.0,1950.0,10000.0,TEXT,jointEmbedding > ,"A wedding party panning from left to right. The party is grouped around bride and groom, then a shot of bride and groom walking and guests following them. > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t5,VISIONE,0,1673262889808,63196,100094.0,275.0,275.0,275.0,10000.0,TEXT,jointEmbedding > ,A wedding party panning from left to right. The party is grouped around bride and groom > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t5,VISIONE,0,1673262889808,63196,100094.0,275.0,275.0,275.0,10000.0,TEXT,jointEmbedding > ,shot of bride and groom walking and guests following them. > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t5,VISIONE,0,1673262903754,77142,100094.0,275.0,275.0,275.0,10000.0,TEXT,jointEmbedding > ,A wedding party panning from left to right. The party is grouped around bride and groom > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t5,VISIONE,0,1673262903754,77142,100094.0,275.0,275.0,275.0,10000.0,TEXT,jointEmbedding > ,shot of bride and groom walking and guests following them. > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t5,VISIONE,0,1673262917400,90788,100094.0,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding > ,A wedding party panning from left to right. The party is grouped around bride and groom > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t5,VISIONE,0,1673262917400,90788,100094.0,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding > ,The bride has a blue bow around her waist and a blue flower bouquet. > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t6,VISIONE,0,1673264182752,19378,52217.0,196.0,196.0,196.0,10000.0,TEXT,jointEmbedding > ,"A sequence of three shots, two people and a wall with posters, a balcony with laundry hanging on a rope, and a train passing behind two standing tombstones. > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-v-m1,VISIONE,0,1673270891468,16613,75813.0,1847.0,5582.0,5582.0,10000.0,TEXT,jointEmbedding > ,"A fish on a reef in the sea, full of corals. > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-v-m1,VISIONE,0,1673270914165,39310,75813.0,50.0,78.0,76.0,10000.0,TEXT,jointEmbedding > ,"A fish on a ship wreck on reef in the sea, full of corals. > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-v-m2,VISIONE,0,1673271321203,70841,254279.0,1818.0,2302.0,2161.0,10000.0,TEXT,jointEmbedding > ,A SUV with a yellow Muta and Celestial Pins and a red rope. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,0,1673271409822,159460,254279.0,3288.0,6720.0,6720.0,10000.0,TEXT,jointEmbedding > ,A sub with blue fins and a black fin and a sub with a yellow fin and blue fins in the middle of the rocks. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,0,1673271434204,183842,254279.0,1119.0,1391.0,1119.0,10000.0,TEXT,jointEmbedding > ,A diver with blue fins and a black fin and a diver with a yellow fin and blue fins in the middle of the rocks. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m3,VISIONE,0,1673271638731,15074,27377.0,818.0,818.0,818.0,10000.0,TEXT,jointEmbedding > ,"A blackbird among the corals, on the light background. > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-v-m4,VISIONE,0,1673272392050,18865,266260.0,1180.0,8817.0,6470.0,10000.0,TEXT,jointEmbedding > ,seabed with Corals with many fishes in the Blue water on top of the video > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m4,VISIONE,0,1673272414682,41497,266260.0,1647.0,4637.0,4390.0,10000.0,TEXT,jointEmbedding > ,seabed with Corals with many fishes in the Blue water on top of the videocamera panning from left to right > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m4,VISIONE,0,1673272419504,46319,266260.0,2003.0,5850.0,4449.0,10000.0,TEXT,jointEmbedding > ,seabed with Corals with many fishes in the Blue water on top of the video. camera panning from left to right > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m4,VISIONE,0,1673272443207,70022,266260.0,2074.0,6382.0,4873.0,10000.0,TEXT,jointEmbedding > ,seabed with Corals with many small fishes in the Blue water on top of the video. camera panning from left to right > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m4,VISIONE,0,1673272455906,82721,266260.0,2122.0,6663.0,5221.0,10000.0,TEXT,jointEmbedding > ,seabed with Corals with many small fishes. Blue water on top of the video. camera panning from left to right > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m5,VISIONE,0,1673272766420,13130,51113.0,483.0,483.0,483.0,10000.0,TEXT,jointEmbedding > ,A SUV with a black and blue suit and yellow fins. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m5,VISIONE,0,1673272771997,18707,51113.0,27.0,27.0,27.0,10000.0,TEXT,jointEmbedding > ,A diver with a black and blue suit and yellow fins. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m7,VISIONE,0,1673273139084,16716,44073.0,1.0,3.0,1.0,10000.0,TEXT,jointEmbedding > ,a dark backdrop illuminated by a central light with starfish at the bottom > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m2,VISIONE,0,1673271269657,19295,254279.0,6086.0,6270.0,6270.0,10000.0,TEXT,jointEmbedding > ,A Sub with blue pins and a Sub with a yellow suit in the middle of corals. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v-m4,VISIONE,0,1673272406310,33125,266260.0,1180.0,8817.0,6470.0,10000.0,TEXT,jointEmbedding > ,seabed with Corals with many fishes in the Blue water on top of the video > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v2,VISIONE,0,1673276030848,34700,111811.0,738.0,inf,738.0,10000.0,TEXT,jointEmbedding > ,a woman with blond hair and white dress and a hairdresser with hairspray in her hand > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v2,VISIONE,0,1673276041863,45715,111811.0,126.0,3752.0,126.0,10000.0,TEXT,jointEmbedding > ,a woman with blond hair and white dress and a hairdresser with hairspray in her hand there is a lamp in the background > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v2,VISIONE,0,1673276083284,87136,111811.0,106.0,5902.0,106.0,10000.0,TEXT,jointEmbedding > ,a woman with long blond hair and white dress and a hairdresser with hairspray in her hand there is a lamp in the background > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v3,VISIONE,0,1673276432654,25783,34225.0,1.0,2.0,2.0,10000.0,TEXT,jointEmbedding > ,a woman with a face mask and a tattoo on her under neck in a white bathrobe > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v4,VISIONE,0,1673277195609,18396,24923.0,24.0,24.0,24.0,10000.0,TEXT,jointEmbedding > ,a group of children singing and moving handsin a theater > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t7,VISIONE,0,1673277556841,25307,95443.0,285.0,726.0,726.0,10000.0,TEXT,jointEmbedding > ,view Dawn the Surface of the Border with Forest in background a bearded man Inside shirt Climbing up the Border > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t7,VISIONE,0,1673277565134,33600,95443.0,42.0,185.0,159.0,10000.0,TEXT,jointEmbedding > ,view Dawn the Surface of the boulder with a Forest in background a bearded man Inside shirt Climbing up the Border > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t7,VISIONE,0,1673277569045,37511,95443.0,45.0,201.0,151.0,10000.0,TEXT,jointEmbedding > ,view Dawn the Surface of the boulder with a Forest in the background a bearded man Inside shirt Climbing up the Border > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t7,VISIONE,0,1673277586195,54661,95443.0,5.0,104.0,79.0,10000.0,TEXT,jointEmbedding > ,view Dawn the Surface of the boulder with a Forest in the background. a bearded man in a cyan shirt Climbing up the boulder > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v5,VISIONE,0,1673278559610,13369,71757.0,3512.0,3512.0,3512.0,10000.0,TEXT,jointEmbedding > ,a river in a shoal with trees in the background > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v5,VISIONE,0,1673278608035,61794,71757.0,19.0,19.0,19.0,10000.0,TEXT,jointEmbedding > ,top view of a river with white beach and trees > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,0,1673278897788,10679,,69.0,669.0,546.0,10000.0,TEXT,jointEmbedding > ,a man with a yellow parachute over the mountains > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v6,VISIONE,0,1673278940535,53426,,3.0,263.0,263.0,10000.0,TEXT,jointEmbedding > ,a man with a yellow parachute over the mountains there are clouds > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v4,VISIONE,0,1673277189850,12637,24923.0,27.0,27.0,27.0,10000.0,TEXT,jointEmbedding > ,a group of children singing in a theater > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t7,VISIONE,0,1673277561233,29699,95443.0,43.0,205.0,172.0,10000.0,TEXT,jointEmbedding > ,view Dawn the Surface of the boulder with Forest in background a bearded man Inside shirt Climbing up the Border > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-v1,VISIONE,1,1673259625381,12068,24839.0,602.0,603.0,602.0,10000.0,TEXT,jointEmbedding > ,A player from Sbasket dressed in striped blue. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t1,VISIONE,1,1673260399671,26810,64933.0,1.0,15.0,15.0,10000.0,TEXT,jointEmbedding > ,kids in a kayaks on a river throwing paddles > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t1,VISIONE,1,1673260428827,55966,64933.0,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding > ,kids in a kayaks on a river throwing paddles through three coloured hoops placed over the waer > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t2,VISIONE,1,1673260921677,25033,75783.0,inf,inf,inf,10000.0,TEXT,jointEmbedding > ,"hands of a kid applying glue on a hagg cartoon, and then a view of a sculpture made of those cartoons. > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t2,VISIONE,1,1673260921677,25033,75783.0,inf,inf,inf,10000.0,TEXT,jointEmbedding > ,hands o > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t2,VISIONE,1,1673260928269,31625,75783.0,179.0,179.0,179.0,10000.0,TEXT,jointEmbedding > ,"hands of a kid applying glue on a hagg cartoon, and then a view of a sculpture made of those cartoons. > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t2,VISIONE,1,1673260928269,31625,75783.0,179.0,179.0,179.0,10000.0,TEXT,jointEmbedding > ,hands of a kid applying gue > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t2,VISIONE,1,1673260939798,43154,75783.0,10.0,10.0,10.0,10000.0,TEXT,jointEmbedding > ,"hands of a kid applying glue on a egg carton , and then a view of a sculpture made of those cartoons. > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t2,VISIONE,1,1673260947645,51001,75783.0,31.0,31.0,31.0,10000.0,TEXT,jointEmbedding > ,"hands of a kid applying glue on a egg carton , and then a view of a sculpture made of those cartoons. > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t2,VISIONE,1,1673260947645,51001,75783.0,31.0,31.0,31.0,10000.0,TEXT,jointEmbedding > ,sculpture made of cartoons. > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t2,VISIONE,1,1673260956059,59415,75783.0,1.0,2.0,2.0,10000.0,TEXT,jointEmbedding > ,"hands of a kid applying glue on a egg carton , > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t2,VISIONE,1,1673260956059,59415,75783.0,1.0,2.0,2.0,10000.0,TEXT,jointEmbedding > ,sculpture made of cartoons. > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t2,VISIONE,1,1673260961988,65344,75783.0,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding > ,hands of a kid applying glue on a egg carton > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t2,VISIONE,1,1673260961988,65344,75783.0,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding > ,sculpture made of cartoons. > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261420477,19178,,411.0,inf,411.0,10000.0,TEXT,jointEmbedding > ,A view through the glass roof of a lift cabin. > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261420477,19178,,411.0,inf,411.0,10000.0,TEXT,jointEmbedding > ,moving u > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261433548,32249,,2213.0,4086.0,2213.0,10000.0,TEXT,jointEmbedding > ,A view through the glass roof of a lift cabi moving upwards > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261433548,32249,,2213.0,4086.0,2213.0,10000.0,TEXT,jointEmbedding > ,moving upwards > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261437526,36227,,4214.0,inf,4214.0,10000.0,TEXT,jointEmbedding > ,A view through the glass roof of a lift cabin moving upwards > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261437526,36227,,4214.0,inf,4214.0,10000.0,TEXT,jointEmbedding > ,moving upwards > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261458655,57356,,2962.0,3750.0,3748.0,4397.0,TEXT,jointEmbedding > ,A view through the glass roof of a lift cabin while it moving upwards > Temporal_query 1 > occur=and > textualMode=cv > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261458655,57356,,2962.0,3750.0,3748.0,4397.0,TEXT,jointEmbedding > ,moving upwards > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261459914,58615,,2075.0,7913.0,2075.0,10000.0,TEXT,jointEmbedding > ,A view through the glass roof of a lift cabin while it moving upwards > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261459914,58615,,2075.0,7913.0,2075.0,10000.0,TEXT,jointEmbedding > ,moving upwards > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261493389,92090,,2454.0,inf,2454.0,3964.0,TEXT,jointEmbedding > ,A view through the glass roof of a lift cabin while it moving upwards > Temporal_query 1 > occur=and > textualMode=cv > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261493389,92090,,2454.0,inf,2454.0,3964.0,TEXT,jointEmbedding > ,wall of litt shalft are visible at the left and top > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261497508,96209,,584.0,1309.0,584.0,5037.0,TEXT,jointEmbedding > ,A view through the glass roof of a lift cabin while it moving upwards > Temporal_query 1 > occur=and > textualMode=cv > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261497508,96209,,584.0,1309.0,584.0,5037.0,TEXT,jointEmbedding > ,wall of lift shalft are visible at the left and top > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261506317,105018,,273.0,601.0,273.0,5173.0,TEXT,jointEmbedding > ,A view through the glass roof of a lift cabin while it moving upwards > Temporal_query 1 > occur=and > textualMode=cv > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261506317,105018,,273.0,601.0,273.0,5173.0,TEXT,jointEmbedding > ,wall of lift shalft are magde of glass visible at the left and top > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261509735,108436,,161.0,402.0,161.0,10000.0,TEXT,jointEmbedding > ,A view through the glass roof of a lift cabin while it moving upwards > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261509735,108436,,161.0,402.0,161.0,10000.0,TEXT,jointEmbedding > ,wall of lift shalft are magde of glass visible at the left and top > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261554974,153675,,31.0,31.0,31.0,10000.0,TEXT,jointEmbedding > ,"A view through the glass roof of a lift cabin while it moving upwards, the walla re made of glass > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t3,VISIONE,1,1673261555044,153745,,31.0,31.0,31.0,10000.0,TEXT,jointEmbedding > ,"A view through the glass roof of a lift cabin while it moving upwards, the walla re made of glass > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t3,VISIONE,1,1673261584345,183046,,42.0,42.0,42.0,10000.0,TEXT,jointEmbedding > ,"A view through the glass roof of a lift cabin while it moving upwards, the walla re made of glass > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t3,VISIONE,1,1673261584345,183046,,42.0,42.0,42.0,10000.0,TEXT,jointEmbedding > ,the wre of he lift are visible on the center > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261683954,282655,,614.0,615.0,614.0,10000.0,TEXT,jointEmbedding > ,"A view through the glass roof of a lift cabin while it moving upwards, the wall are made of glass > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t3,VISIONE,1,1673261683954,282655,,614.0,615.0,614.0,10000.0,TEXT,jointEmbedding > ,the wre of he lift are visible on the center > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261714952,313653,,15.0,15.0,15.0,10000.0,TEXT,jointEmbedding > ,"A view through the glass roof of a lift cabin while it moving upwards, the wall on the left are made of glass > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t3,VISIONE,1,1673261714952,313653,,15.0,15.0,15.0,10000.0,TEXT,jointEmbedding > ,"the wire of he lift are visible on the center, another cabin on the right > Temporal_query 2 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t3,VISIONE,1,1673261720716,319417,,15.0,15.0,15.0,10000.0,TEXT,jointEmbedding > ,"A view through the glass roof of a lift cabin while it moving upwards, the wall on the left are made of glass > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t3,VISIONE,1,1673261720716,319417,,15.0,15.0,15.0,10000.0,TEXT,jointEmbedding > ,"the wire of he lift are visible on the center, another cabin on the right > Temporal_query 2 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t3,VISIONE,1,1673261756295,354996,,14.0,14.0,14.0,10000.0,TEXT,jointEmbedding > ,"A view through the glass roof of a lift cabin while it moving upwards, the wall on the left are made of glass, wire in teh center > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t3,VISIONE,1,1673261759220,357921,,13.0,13.0,13.0,10000.0,TEXT,jointEmbedding > ,"A view through the glass roof of a lift cabin while it moving upwards, the wall on the left are made of glass, wire in teh center > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t3,VISIONE,1,1673261759220,357921,,13.0,13.0,13.0,10000.0,TEXT,jointEmbedding > ,"the wire of he lift are visible on the center, another cabin on the right > Temporal_query 2 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t3,VISIONE,1,1673261770914,369615,,5.0,5.0,5.0,10000.0,TEXT,jointEmbedding > ,"A view through the glass roof of a lift cabin while it moving upwards, the wall on the left are made of glass, wire in teh center > occur=and > textualMode=cl > simReorder=false",{}
vbs23-kis-t3,VISIONE,1,1673261784858,383559,,1.0,1.0,1.0,10000.0,TEXT,jointEmbedding > ,"glass roof of a lift cabin while it moving upwards, the wall on the left are made of glass, wire in teh center > occur=and > textualMode=cl > simReorder=false",{}
vbs23-kis-t3,VISIONE,1,1673261486948,85649,,1331.0,inf,1331.0,4051.0,TEXT,jointEmbedding > ,A view through the glass roof of a lift cabin while it moving upwards > Temporal_query 1 > occur=and > textualMode=cv > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261486948,85649,,1331.0,inf,1331.0,4051.0,TEXT,jointEmbedding > ,wall of litt shalft are visible > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t3,VISIONE,1,1673261699344,298045,,48.0,48.0,48.0,10000.0,TEXT,jointEmbedding > ,"A view through the glass roof of a lift cabin while it moving upwards, the wall on the left are made of glass > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t3,VISIONE,1,1673261699344,298045,,48.0,48.0,48.0,10000.0,TEXT,jointEmbedding > ,the wre of he lift are visible on the center > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t4,VISIONE,1,1673262336028,13273,110529.0,331.0,331.0,331.0,10000.0,TEXT,jointEmbedding > ,Two mustard sailing ships leave Haerburg. > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t4,VISIONE,1,1673262352960,30205,110529.0,772.0,inf,inf,10000.0,TEXT,jointEmbedding > ,Two-masted sailing ships leave Haerburg. > Temporal_query 1 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t4,VISIONE,1,1673262352960,30205,110529.0,772.0,inf,inf,10000.0,TEXT,jointEmbedding > ,two- > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t4,VISIONE,1,1673262390753,67998,110529.0,116.0,inf,inf,10000.0,TEXT,jointEmbedding > ,"Two-masted sailing ships leave a harbour, moving right behind a stone > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
vbs23-kis-t4,VISIONE,1,1673262390753,67998,110529.0,116.0,inf,inf,10000.0,TEXT,jointEmbedding > ,two- > Temporal_query 2 > occur=and > textualMode=all > simReorder=false,{}
vbs23-kis-t4,VISIONE,1,1673262409047,86292,110529.0,74.0,74.0,74.0,10000.0,TEXT,jointEmbedding > ,"Two-masted sailing ships leave a harbour, moving right behind a stone > Temporal_query 1 > occur=and > textualMode=all > simReorder=false",{}
